converged	score	run	cpu_time	memory	nclusters_pred	all_vmeasure	clone_prev_MAE	clone_prev_MSE	slsbulk_clone_prev_MSE	slsbulk_vmeasure	slsbulk_clone_prev_MAE	uncertainty
1	271761.450743599	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_TSS_hg38/cluster/0_0.95_10000/epi_basic/183/cluster_posteriors.tsv.gz	13	165	6	NA	NA	NA	NA	NA	NA	NA
1	266296.35813437	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_TSS_hg38/cluster/0_0.95_10000/epi_basic/184/cluster_posteriors.tsv.gz	2	162	1	NA	NA	NA	NA	NA	NA	NA
1	227499.353386425	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_TSS_hg38/cluster/0_0.95_10000/epi_basic/185/cluster_posteriors.tsv.gz	29	162	6	NA	NA	NA	NA	NA	NA	NA
1	279139.33221304	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_TSS_hg38/cluster/0_0.95_10000/epi_basic/186/cluster_posteriors.tsv.gz	23	165	9	NA	NA	NA	NA	NA	NA	NA
1	266296.35813437	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_TSS_hg38/cluster/0_0.95_10000/epi_basic/187/cluster_posteriors.tsv.gz	2	159	1	NA	NA	NA	NA	NA	NA	NA
1	276550.819776861	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_TSS_hg38/cluster/0_0.95_10000/epi_basic/188/cluster_posteriors.tsv.gz	24	163	8	NA	NA	NA	NA	NA	NA	NA
1	273788.821972993	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_TSS_hg38/cluster/0_0.95_10000/epi_basic/189/cluster_posteriors.tsv.gz	19	163	7	NA	NA	NA	NA	NA	NA	NA
1	214662.620375904	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_TSS_hg38/cluster/0_0.95_10000/epi_basic/19/cluster_posteriors.tsv.gz	37	166	9	NA	NA	NA	NA	NA	NA	NA
1	275983.992047542	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_TSS_hg38/cluster/0_0.95_10000/epi_basic/190/cluster_posteriors.tsv.gz	21	166	8	NA	NA	NA	NA	NA	NA	NA
1	268258.088981101	/crex/proj/uppstore2017165/nobackup/alva/scWGBS/Lnuclei_out_TSS_hg38/cluster/0_0.95_10000/epi_basic/191/cluster_posteriors.tsv.gz	11	161	5	NA	NA	NA	NA	NA	NA	NA
